id,invoice_number,po_id,supplier_id,lender_id,amount,invoice_date,due_date,description,invoice_fingerprint,status,is_fraudulent,fraud_type
1839,PHANTOM-202602-001839,,152,4,8480192.95,2026-02-23,2026-03-25,Cross-platform multi-tasking neural-net [PHANTOM],e90d36d9d2d1447918fdc23a116bbaab,pending,True,phantom
1840,PHANTOM-202602-001840,,24,4,771798031.84,2026-02-23,2026-03-25,Advanced modular matrix [PHANTOM],cb1e78ebb35bef1be1631267338b53a9,pending,True,phantom
1841,PHANTOM-202602-001841,,151,8,364005.99,2026-02-23,2026-03-25,Streamlined multimedia product [PHANTOM],38dc2425466ddf72d6d8a47b254111c6,pending,True,phantom
1842,PHANTOM-202602-001842,,110,8,527162.31,2026-02-23,2026-03-25,Re-engineered dedicated interface [PHANTOM],57e2cb76fddfa2c3fc8154bf3682a1e3,approved,True,phantom
1843,PHANTOM-202602-001843,,84,8,4422143.8,2026-02-23,2026-03-25,Grass-roots clear-thinking superstructure [PHANTOM],e375a366bc2b9595df20d8c78ecc1036,approved,True,phantom
1844,PHANTOM-202602-001844,,84,6,3525229.04,2026-02-23,2026-03-25,Profit-focused cohesive flexibility [PHANTOM],8fe8627a8dc4761028be9b8f4b24fabe,pending,True,phantom
1845,PHANTOM-202602-001845,,127,6,403981.37,2026-02-23,2026-03-25,Visionary object-oriented firmware [PHANTOM],e6736087c0b6ac3c8b6a70dfe3c31064,pending,True,phantom
1846,PHANTOM-202602-001846,,116,7,680043.58,2026-02-23,2026-03-25,Front-line discrete functionalities [PHANTOM],24a06f9aba1886bdd4952a8bf1f0eff3,approved,True,phantom
1847,PHANTOM-202602-001847,,113,2,1285960.72,2026-02-23,2026-03-25,Business-focused empowering benchmark [PHANTOM],4696889557c0401664fb400864e99097,pending,True,phantom
1848,PHANTOM-202602-001848,,36,3,14759476.94,2026-02-23,2026-03-25,Enterprise-wide client-driven paradigm [PHANTOM],d3a09e2b7edcdcf4e7dd27d08defdb96,approved,True,phantom
1849,PHANTOM-202602-001849,,18,6,40203773.4,2026-02-23,2026-03-25,Public-key background groupware [PHANTOM],9797091b6e5050658e259f49d4676f49,pending,True,phantom
1850,PHANTOM-202602-001850,,146,2,292431.68,2026-02-23,2026-03-25,Progressive next generation Graphic Interface [PHANTOM],a6af4dc59ba37269309361d52c2e67f1,approved,True,phantom
1851,PHANTOM-202602-001851,,168,3,1565984.28,2026-02-23,2026-03-25,Optimized holistic superstructure [PHANTOM],4d3dea0b5812f16a8abd4f265b87f82e,approved,True,phantom
1852,PHANTOM-202602-001852,,113,7,659401.64,2026-02-23,2026-03-25,Stand-alone encompassing policy [PHANTOM],0bb0edc6f1a435012db858fb04a21831,pending,True,phantom
1853,PHANTOM-202602-001853,,77,1,9508276.85,2026-02-23,2026-03-25,Proactive directional Internet solution [PHANTOM],2583764b9cd7248421eb093980ddc430,pending,True,phantom
1854,PHANTOM-202602-001854,,77,6,5724955.27,2026-02-23,2026-03-25,Organized discrete capacity [PHANTOM],ee32ccffc083a303acbfb029b91209d0,pending,True,phantom
1855,PHANTOM-202602-001855,,84,3,9045534.57,2026-02-23,2026-03-25,Profit-focused uniform secured line [PHANTOM],4821f030bcf2ae84bd8f39c496caf977,pending,True,phantom
1856,PHANTOM-202602-001856,,29,5,19345000.98,2026-02-23,2026-03-25,Down-sized neutral firmware [PHANTOM],4e3d457d6a4c3f860751dfe139b2b090,pending,True,phantom
1857,PHANTOM-202602-001857,,56,7,2315645.39,2026-02-23,2026-03-25,Networked value-added hardware [PHANTOM],c3560ea81ed59d9e270b1e7f71325aa4,pending,True,phantom
1858,PHANTOM-202602-001858,,95,4,77280.22,2026-02-23,2026-03-25,Progressive 24hour capability [PHANTOM],609fa93053928dd44c2cab3d1f37d92c,approved,True,phantom
1859,PHANTOM-202602-001859,,121,4,714620.48,2026-02-23,2026-03-25,Persistent 24hour architecture [PHANTOM],6dd763a6f4fafe51111e2fe2201fffac,pending,True,phantom
1860,PHANTOM-202602-001860,,20,1,13149896.37,2026-02-23,2026-03-25,User-friendly next generation attitude [PHANTOM],99efe3aa99a3d2c3ddec26955d275489,pending,True,phantom
1861,PHANTOM-202602-001861,,142,6,220517.76,2026-02-23,2026-03-25,Stand-alone motivating collaboration [PHANTOM],486a7ed47b4da5ab32ee35efb48a8db3,pending,True,phantom
1862,PHANTOM-202602-001862,,36,6,17809016.91,2026-02-23,2026-03-25,Decentralized user-facing projection [PHANTOM],0cf82609b85aa6b194072c7a65c844e4,approved,True,phantom
1863,PHANTOM-202602-001863,,87,6,96079417.48,2026-02-23,2026-03-25,Function-based 5thgeneration attitude [PHANTOM],16826b1272a139e04e79c178d012721c,pending,True,phantom
1864,PHANTOM-202602-001864,,61,7,3020011.58,2026-02-23,2026-03-25,Sharable attitude-oriented standardization [PHANTOM],265e0eadffca7dfff4426eae03d052a3,approved,True,phantom
1865,PHANTOM-202602-001865,,82,5,2806616.33,2026-02-23,2026-03-25,Centralized intermediate parallelism [PHANTOM],ecc9774146c7af91cb3606749f443186,approved,True,phantom
1866,PHANTOM-202602-001866,,28,2,28264480.48,2026-02-23,2026-03-25,Virtual uniform orchestration [PHANTOM],765882ca2002e35798d829f055e6fcaf,pending,True,phantom
1867,PHANTOM-202602-001867,,22,7,28115950.64,2026-02-23,2026-03-25,De-engineered context-sensitive encryption [PHANTOM],61dbf46cadc31ec5dcfc5b652c3c6714,pending,True,phantom
1868,PHANTOM-202602-001868,,72,8,381686.97,2026-02-23,2026-03-25,Optimized contextually-based policy [PHANTOM],81bc5d8880df1e58352ab06e3d677412,approved,True,phantom
1869,PHANTOM-202602-001869,,118,6,390991.33,2026-02-23,2026-03-25,Customizable systematic collaboration [PHANTOM],74b0f0a744aa822a2cb0565caf8ec499,pending,True,phantom
1870,PHANTOM-202602-001870,,44,5,5647061.67,2026-02-23,2026-03-25,Operative asymmetric moderator [PHANTOM],43c9c98cc37a57fceebb914d329492db,pending,True,phantom
1871,PHANTOM-202602-001871,,107,3,403533.28,2026-02-23,2026-03-25,Mandatory value-added standardization [PHANTOM],599130e6af4b7bccf18d4e391177f170,pending,True,phantom
1872,PHANTOM-202602-001872,,22,6,16695799.93,2026-02-23,2026-03-25,Persevering attitude-oriented installation [PHANTOM],f80bf27a5b831be25820a18fd9ddc029,pending,True,phantom
1873,PHANTOM-202602-001873,,25,1,16740762.43,2026-02-23,2026-03-25,Polarized local productivity [PHANTOM],c2d93b9a2146f9580b2c848a92175e79,pending,True,phantom
1874,PHANTOM-202602-001874,,48,2,1612869.77,2026-02-23,2026-03-25,Expanded well-modulated project [PHANTOM],e0dae1b519e68074bde5619f8bd9b435,pending,True,phantom
1875,PHANTOM-202602-001875,,46,7,72793091.16,2026-02-23,2026-03-25,Ameliorated systematic extranet [PHANTOM],910a0e9051aaea84ce769cf61c777ebf,approved,True,phantom
1876,PHANTOM-202602-001876,,47,4,4887484.03,2026-02-23,2026-03-25,Profit-focused user-facing hierarchy [PHANTOM],f83aba3f443ccd4cef5f8fd3fb09d652,pending,True,phantom
1877,PHANTOM-202602-001877,,142,3,288167.11,2026-02-23,2026-03-25,Secured human-resource circuit [PHANTOM],9561da527f746000b3ca7e09faa7e1ea,pending,True,phantom
1878,PHANTOM-202602-001878,,112,6,93407.6,2026-02-23,2026-03-25,Optional directional system engine [PHANTOM],b48930279906318f43e846743832fbf0,approved,True,phantom
1879,PHANTOM-202602-001879,,61,1,1145715.2,2026-02-23,2026-03-25,Multi-layered mobile leverage [PHANTOM],364ff8bc055eb6bb44b8cc92d2bd34bb,approved,True,phantom
1880,PHANTOM-202602-001880,,79,6,91821817.22,2026-02-23,2026-03-25,Multi-tiered scalable budgetary management [PHANTOM],1ac7fdf387438b4953f9d2523d7b2863,approved,True,phantom
1881,PHANTOM-202602-001881,,106,4,89959.1,2026-02-23,2026-03-25,Grass-roots heuristic open system [PHANTOM],89465578ecbffcc181d2c219920f4a38,pending,True,phantom
1882,PHANTOM-202602-001882,,129,4,51348.26,2026-02-23,2026-03-25,Integrated client-server protocol [PHANTOM],41531c9a3e9afb3a382e1cbb3b0872bb,approved,True,phantom
1883,PHANTOM-202602-001883,,170,3,5496546.67,2026-02-23,2026-03-25,Balanced analyzing methodology [PHANTOM],471c9a7b586eb899f392fda78d0b9c49,approved,True,phantom
1884,PHANTOM-202602-001884,,72,6,21517127.42,2026-02-23,2026-03-25,Cross-group neutral hierarchy [PHANTOM],5a22d71df305814dd0bd42e3d5ca206e,approved,True,phantom
1885,PHANTOM-202602-001885,,38,6,23414406.82,2026-02-23,2026-03-25,Open-architected bi-directional alliance [PHANTOM],7c48b31e6ed8160d05f799ae2b2309ad,pending,True,phantom
1886,DUP-202507-001886,1255.0,51,2,1637002.88,2025-07-05,2025-08-04,Sharable tertiary hub [COPY],041cfd0515988e462bca63944f479a28,pending,True,duplicate
1887,DUP-202505-001887,1043.0,87,8,328405.66,2025-05-05,2025-06-04,DUPLICATE: Sharable composite neural-net,0cda02343abef33e957229fd8561bce6,pending,True,duplicate
1888,DUP-202512-001888,108.0,34,6,2602284.27,2025-12-31,2026-01-30,DUPLICATE: Intuitive static Internet solution,666bd90389476c5a19965955e9f5fc89,approved,True,duplicate
1889,DUP-202601-001889,1167.0,58,2,1469234.64,2026-01-27,2026-02-26,Balanced_6thgeneration_instruction_set,2e508d3d8b9aa2da940854285a19b446,pending,True,duplicate
1890,DUP-202504-001890,423.0,24,2,8292957.89,2025-04-12,2025-05-12,Multi-lateral fault-tolerant migration [COPY],8399acdfd33c2048a645aacd002b7a6c,pending,True,duplicate
1891,DUP-202507-001891,891.0,64,3,1137753.45,2025-07-03,2025-08-02,Robust intermediate encryption,f96b559aaaad05c42fd561ea64d73ae5,pending,True,duplicate
1892,DUP-202508-001892,1378.0,155,8,211270.6,2025-08-11,2025-09-10,Balanced directional monitoring [COPY],ecca2096da06abfa864ec8ebb26c5e61,pending,True,duplicate
1893,DUP-202508-001893,1134.0,85,6,404298.44,2025-08-07,2025-09-06,Open-source dedicated open system [COPY],69a7b009f718dd09e2b51dac33ba1145,pending,True,duplicate
1894,DUP-202602-001894,1779.0,163,2,565916.17,2026-02-03,2026-03-05,DUPLICATE: Balanced clear-thinking standardization,269085632fcd66dfad0ddcb165727574,pending,True,duplicate
1895,DUP-202505-001895,272.0,19,5,532114.11,2025-05-30,2025-06-29,Versatile_local_projection,53a4f606490b0de4aa8d3fe93718fabf,pending,True,duplicate
1896,DUP-202510-001896,1722.0,148,4,139597.83,2025-10-08,2025-11-07,DUPLICATE: Compatible dedicated circuit,9ddbb0a3eaeff8705d6321a243ce6084,pending,True,duplicate
1897,DUP-202508-001897,1153.0,50,8,568971.33,2025-08-10,2025-09-09,DUPLICATE: Right-sized bifurcated application,e3e0af5ab4c94325d81cabb5cb1c7100,pending,True,duplicate
1898,DUP-202602-001898,1823.0,129,1,134884.37,2026-02-04,2026-03-06,User-centric uniform info-mediaries,420496f9a4abada8063cc1c7f27d1886,pending,True,duplicate
1899,DUP-202602-001899,360.0,24,5,985409.11,2026-02-17,2026-03-19,Customizable_contextually-based_task-force,794651f16e5c9b8c1647654ec7449233,pending,True,duplicate
1900,DUP-202508-001900,1875.0,127,8,212618.63,2025-08-01,2025-08-31,Persevering_uniform_encoding,dedd2d31ac2841baf2393496ceceb9ee,pending,True,duplicate
1901,DUP-202512-001901,1937.0,115,8,255341.26,2025-12-05,2026-01-04,Cloned discrete portal,923f84c6ec6eeeb17e299b4d31965c69,approved,True,duplicate
1902,DUP-202503-001902,454.0,34,4,3329617.79,2025-03-15,2025-04-14,Assimilated interactive policy,4f78a384ebb1452c33ee17ec97e0e570,pending,True,duplicate
1903,DUP-202508-001903,873.0,49,7,881294.24,2025-08-16,2025-09-15,Up-sized regional functionalities,15ec5834862b3b53b22604eba8ba8ff3,approved,True,duplicate
1904,DUP-202508-001904,89.0,17,8,621239.01,2025-08-24,2025-09-23,Operative next generation hierarchy [COPY],3a958092e351db56d75f0d77acf809c7,approved,True,duplicate
1905,DUP-202508-001905,221.0,29,8,1130077.69,2025-08-22,2025-09-21,Robust_composite_paradigm,623d05ada95511b202fab9bdbee43e87,pending,True,duplicate
1906,DUP-202603-001906,32.0,40,1,1044956.63,2026-03-15,2026-04-14,DUPLICATE: Proactive composite pricing structure,556391175b8e4706c70f0d1cc5a2ce93,pending,True,duplicate
1907,DUP-202507-001907,1120.0,83,3,643958.97,2025-07-05,2025-08-04,Down-sized asynchronous leverage,744c3b8c861d064c0e5ca33adc8d1d2a,pending,True,duplicate
1908,DUP-202508-001908,280.0,19,6,169687.99,2025-08-02,2025-09-01,Exclusive global support,c7d97a33ff77bdd8ba15e62e2790f8d5,pending,True,duplicate
1909,DUP-202509-001909,355.0,24,7,2482470.3,2025-09-30,2025-10-30,Cross-platform_grid-enabled_matrices,599e01176f22b8a37eaab10ed2a4524f,pending,True,duplicate
1910,DUP-202508-001910,907.0,44,5,2114064.12,2025-08-12,2025-09-11,Open-source zero-defect open system,886623e29a90c1d3cd59171ae0a415c3,approved,True,duplicate
1911,DUP-202509-001911,224.0,29,7,1219537.74,2025-09-24,2025-10-24,Synergized foreground moratorium [COPY],22c1f754a775a9266d747a04320b0faf,approved,True,duplicate
1912,DUP-202505-001912,815.0,67,3,613477.97,2025-05-05,2025-06-04,Right-sized_responsive_strategy,89c75c76d25533305e99a35eab72d8ae,pending,True,duplicate
1913,DUP-202602-001913,1465.0,145,1,139191.56,2026-02-20,2026-03-22,Face-to-face value-added forecast [COPY],86523b4d805e3dda1f859a794f79eead,pending,True,duplicate
1914,DUP-202603-001914,1914.0,169,3,7654.9,2026-03-13,2026-04-12,Universal background knowledgebase [COPY],bfb62964cda22202947afcb8a23966c7,pending,True,duplicate
1915,DUP-202507-001915,1861.0,107,1,376716.95,2025-07-28,2025-08-27,DUPLICATE: Operative bi-directional instruction set,38b1f1f2205ffd037ede7f9f7c4d6a6e,pending,True,duplicate
1916,DUP-202510-001916,1260.0,51,2,496954.79,2025-10-30,2025-11-29,Exclusive zero-defect utilization [COPY],e60c6d6ea2f36712ea5570553f4a5c97,pending,True,duplicate
1917,OVR-202505-001917,459.0,34,8,5604044.32,2025-05-16,2025-06-15,REVISED: Virtual impactful neural-net [OVER-INVOICED],c2c9317db0ba9d085338dce8a91ea451,pending,True,over_invoice
1918,OVR-202509-001918,1298.0,57,3,4546934.79,2025-09-08,2025-10-08,REVISED: User-centric 4thgeneration toolset [OVER-INVOICED],94a007f3c4a0e604d256590b99e22cf2,pending,True,over_invoice
1919,OVR-202511-001919,555.0,20,1,2571226.16,2025-11-09,2025-12-09,REVISED: Proactive intermediate secured line [OVER-INVOICED],4579fd65b601b94d73edbc18fc248aee,pending,True,over_invoice
1920,OVR-202603-001920,1694.0,159,8,181451.22,2026-03-03,2026-04-02,REVISED: Synchronized grid-enabled database [OVER-INVOICED],a3af27be5e0b7167331d346c2531624d,approved,True,over_invoice
1921,OVR-202505-001921,1618.0,106,4,555459.11,2025-05-09,2025-06-08,REVISED: Innovative 24/7 complexity [OVER-INVOICED],29b71954e6bfdc08d8113b7737e559fc,approved,True,over_invoice
1922,OVR-202601-001922,980.0,70,5,1441585.2,2026-01-08,2026-02-07,REVISED: Persistent dynamic complexity [OVER-INVOICED],ea6e07de252e13a8d14d8f9b37817da8,pending,True,over_invoice
1923,OVR-202511-001923,1408.0,108,7,1191395.62,2025-11-12,2025-12-12,REVISED: Exclusive bottom-line ability [OVER-INVOICED],76a57ec724814f1ee7fd10b7c5102c60,pending,True,over_invoice
1924,OVR-202509-001924,923.0,55,6,2070914.02,2025-09-26,2025-10-26,REVISED: Universal 6thgeneration architecture [OVER-INVOICED],ac9de0c778f335283e360f1ca730143d,pending,True,over_invoice
1925,OVR-202512-001925,1051.0,87,1,473806.23,2025-12-24,2026-01-23,REVISED: Proactive heuristic toolset [OVER-INVOICED],8f1ca62e1d8f53aa5c293af8c3a581b0,pending,True,over_invoice
1926,OVR-202507-001926,1213.0,73,6,2666486.72,2025-07-08,2025-08-07,REVISED: Enterprise-wide tangible circuit [OVER-INVOICED],de1411c5560412a79e5e111424d49ed7,pending,True,over_invoice
1927,OVR-202601-001927,1288.0,50,7,8081028.71,2026-01-16,2026-02-15,REVISED: Reactive real-time focus group [OVER-INVOICED],59cc2d543d76b43e6fbb2e383f5d62f1,pending,True,over_invoice
1928,OVR-202507-001928,1470.0,145,8,226164.23,2025-07-10,2025-08-09,REVISED: Face-to-face content-based task-force [OVER-INVOICED],76b61f327ee34ba9dd01aef49a191453,pending,True,over_invoice
1929,OVR-202505-001929,1031.0,66,1,3125699.9,2025-05-29,2025-06-28,REVISED: Open-architected motivating alliance [OVER-INVOICED],29b3166340a3737df320079bc43edf58,pending,True,over_invoice
1930,OVR-202507-001930,928.0,62,8,6156941.65,2025-07-07,2025-08-06,REVISED: Right-sized coherent matrix [OVER-INVOICED],d7ca8c94ae9d875c552d99f11401cc93,pending,True,over_invoice
1931,OVR-202506-001931,84.0,17,7,5032402.66,2025-06-10,2025-07-10,REVISED: Ameliorated asymmetric software [OVER-INVOICED],20208a4af98cf94a7a224321b97bf7e5,pending,True,over_invoice
1932,OVR-202601-001932,1287.0,50,8,3773708.09,2026-01-30,2026-03-01,REVISED: Future-proofed interactive focus group [OVER-INVOICED],9b94fccd3547c677be1fe4659975ab33,approved,True,over_invoice
1933,OVR-202601-001933,1194.0,86,2,190214.5,2026-01-26,2026-02-25,REVISED: Profit-focused client-server focus group [OVER-INVOICED],e0aad2f23d97690f514b8bb2ada3352b,pending,True,over_invoice
1934,OVR-202507-001934,1080.0,63,6,540451.16,2025-07-04,2025-08-03,REVISED: Stand-alone interactive adapter [OVER-INVOICED],b0b886fea13f993b1ce72983ff714cf5,pending,True,over_invoice
1935,OVR-202512-001935,490.0,40,5,4006063.89,2025-12-12,2026-01-11,REVISED: Cross-platform clear-thinking concept [OVER-INVOICED],d03a5e81a768d3c189debc5314fc47f8,pending,True,over_invoice
1936,OVR-202507-001936,166.0,26,4,2937256.25,2025-07-28,2025-08-27,REVISED: Ergonomic zero tolerance process improvement [OVER-INVOICED],03ecf128ed6876093ab2064e389bae31,pending,True,over_invoice
1937,OVR-202509-001937,373.0,18,8,7924964.73,2025-09-08,2025-10-08,REVISED: Compatible zero administration productivity [OVER-INVOICED],25630744d1052d40acbb7f24dad5b40d,pending,True,over_invoice
1938,CAR-202602-001938,,138,8,435173.5,2026-02-23,2026-03-25,"CAROUSEL-P1: Hansen, Hood and Franklin -> Alvarez, Moreno and Harris",a228407b62d812ff0e9a9f45ec2d6d21,approved,True,carousel
1939,CAR-202603-001939,,123,6,437820.91,2026-03-01,2026-03-31,"CAROUSEL-P1: Alvarez, Moreno and Harris -> Dawson, Nichols and Rodriguez",89efc15ca5f926401d232dc8bc257fbd,approved,True,carousel
1940,CAR-202602-001940,,161,6,440934.45,2026-02-27,2026-03-29,"CAROUSEL-P1: Dawson, Nichols and Rodriguez -> Huber-Jenkins",dbdb613e2212b4d3acfef7c9391c744d,pending,True,carousel
1941,CAR-202603-001941,,143,8,464245.6,2026-03-10,2026-04-09,"CAROUSEL-P1: Huber-Jenkins -> Allen, Lopez and Rodriguez",c142b8d7cb79896d02eea380b3b46d9c,pending,True,carousel
1942,CAR-202603-001942,,167,6,436583.81,2026-03-07,2026-04-06,"CAROUSEL-P1: Allen, Lopez and Rodriguez -> Hansen, Hood and Franklin",b204460d343966b0fe66de2c2accd8ee,approved,True,carousel
1943,CAR-202602-001943,,67,2,942645.7,2026-02-23,2026-03-25,"CAROUSEL-P2: Barrera-Graham -> Klein, Jones and Oliver",bd4238811c42acc52ec774b0898013ed,approved,True,carousel
1944,CAR-202602-001944,,84,6,920648.47,2026-02-26,2026-03-28,"CAROUSEL-P2: Klein, Jones and Oliver -> Walker-Hamilton",aad6c94573974cd3122a59e2bffcf7d8,pending,True,carousel
1945,CAR-202603-001945,,54,7,924812.54,2026-03-01,2026-03-31,CAROUSEL-P2: Walker-Hamilton -> Barrera-Graham,2b73a3d42e8c56641147c2c417540f90,pending,True,carousel
1946,CAR-202602-001946,,57,2,703998.0,2026-02-23,2026-03-25,CAROUSEL-P3: Farmer LLC -> Sanchez-Rodriguez,39bffaba0b657699bad2c36b1324b26f,pending,True,carousel
1947,CAR-202602-001947,,59,2,676897.19,2026-02-28,2026-03-30,"CAROUSEL-P3: Sanchez-Rodriguez -> Phillips, Allen and Ruiz",51ce9710d9213382fdb41e91bce6934c,approved,True,carousel
1948,CAR-202603-001948,,88,4,701348.99,2026-03-05,2026-04-04,"CAROUSEL-P3: Phillips, Allen and Ruiz -> Johnson Ltd",c725591547b43b009a1fd1c131c1cd39,pending,True,carousel
1949,CAR-202603-001949,,55,5,668706.86,2026-03-16,2026-04-15,CAROUSEL-P3: Johnson Ltd -> Farmer LLC,1c1f58af40079ac8d481d15084df3563,approved,True,carousel
1950,CAR-202602-001950,,34,3,1060171.11,2026-02-23,2026-03-25,"CAROUSEL-P4: Douglas-Walker -> Phillips, Lewis and Guerra",718865c38e5f675e8a597e8f3a9465ee,pending,True,carousel
1951,CAR-202602-001951,,24,6,1099122.04,2026-02-28,2026-03-30,"CAROUSEL-P4: Phillips, Lewis and Guerra -> Jarvis-Johnson",b452fc3081a0b684ea3de44650bbc701,pending,True,carousel
1952,CAR-202603-001952,,29,8,1123635.82,2026-03-05,2026-04-04,"CAROUSEL-P4: Jarvis-Johnson -> Bowman, Davis and Campbell",3d4599e4c950117391dd810c4253c9da,pending,True,carousel
1953,CAR-202603-001953,,16,5,1055077.46,2026-03-10,2026-04-09,"CAROUSEL-P4: Bowman, Davis and Campbell -> Douglas-Walker",c021f1308c9c1ae435e62bd980c38a9f,pending,True,carousel
